Date,News,Polarity
09 08 2015,‘Almost’ Pakistan: Gilgit-Baltistan in a constitutional limbo,1
09 08 2015,Pakistani woman critically wounded during exchange of fire along LoC,1
09 08 2015,Nayab Bibi — a special little athlete from Swabi,1
09 08 2015,"Witnesses identify Abdullah Shah Ghazi Goth rape, murder suspects",1
09 08 2015,Smokers’ Corner: The fateful split,1
09 08 2015,The early bloomers,1
09 08 2015,‘State not taking appropriate action against Altaf’,1
09 08 2015,"Bail to Dr Mirza, 107 associates extended",1
09 08 2015,Car that hit Wasim’s Mercedes seized,1
09 08 2015,Extraditing Altaf,1
09 08 2015,JuD chief moves court against Indian film exhibition,1
09 08 2015,Ayesha expounds PFA objectives,1
09 08 2015,YDA ‘hooligans’ lock up KEMU dept head,1
09 08 2015,Imran warns of agitation if ECP fails to answer his ‘40 queries’,1
09 08 2015,Security no longer free of charge,1
09 08 2015,Fate of opposition’s alliance uncertain,1
09 08 2015,Responding to flood devastation in Chitral,1
09 08 2015,A driver’s pride and joy,1
09 08 2015,"Bakeries, food outlets sealed",1
09 08 2015,CTD scans 22 madressahs in Pindi,1
09 08 2015,"Senate to discuss katchi abadi issue, CDA performance",1
09 08 2015,44 slum dwellers granted bail,1
09 08 2015,Islamabad bar to start verifying the degrees of lawyers,1
09 08 2015,Flood survivors complain about non-payment of compensation,1
09 08 2015,4th phase of Bara IDPs’ return starts tomorrow,1
09 08 2015,"Though no more in power, Mian Iftikhar still a target of militants",1
09 08 2015,‘Kabul attacks bid to disrupt peace talks’,1
09 08 2015,New health system yet to start working in teaching hospitals,1
09 08 2015,Man killed in Karachi ‘encounter’,1
09 08 2015,Two AJK Shariat Court judges removed,1
09 08 2015,Govt accused of targeting seminaries,1
09 08 2015,Stamp duty raised on old buildings,1
09 08 2015,Lucrative meeting fees lure directors to company boards,1
09 08 2015,"Efforts on to bring Geeta home, says  Indian minister",1
09 08 2015,Commission assails ombudsmen over jail conditions,1
20 08 2015,"Nine office bearers, activists arrested in Karachi: MQM",0
20 08 2015,"Federal agencies 'unnecessarily aggressive' in Sindh, Qaim tells Nawaz",0
20 08 2015,Police detain 3 hospital guards after scuffle with media personnel,0
20 08 2015,"Ground offensive initiated in Shawal, says ISPR",0
20 08 2015,Zain murder case: Police files case against plaintiff for retracting statement,0
20 08 2015,LHC bans Indian film over Hafiz Saeed's complaint,0
20 08 2015,"Pakistan launches new polio vaccine, aims for 2016 wipeout",0
20 08 2015,MQM 'disappointed' by PM's Karachi visit,0
20 08 2015,"Man from Ahmadi community killed in Taunsa, Punjab",0
20 08 2015,Police arrest three Christians in Gujrat over 'blasphemous' poster,0
20 08 2015,Did you know? Ayyan was life of the party at a university student event,0
20 08 2015,"43 suspected terrorists killed in North Waziristan air strikes, says ISPR",0
20 08 2015,44 years ago today: Rashid Minhas takes his plane down for Pakistan,0
20 08 2015,Crackdown: Has the Punjab Food Authority's raid on eateries gone too far?,0
20 08 2015,"Resham to make a comeback in Swaarangi, out in cinemas on August 28",0
20 08 2015,‘Ghost’ pensioners,0
20 08 2015,"Godil to be relieved of ventilator, breathe on his own today: hospital",0
20 08 2015,"In-depth: Sindh destroyed, one calamity at a time",0
20 08 2015,Kashmiri leaders' house arrest comes to an abrupt end: Indian media reports,0
20 08 2015,PM Nawaz inaugurates K-2 power plant at Kanupp,0
20 08 2015,The houbara: Dodging extinction,0
20 08 2015,NBP issues clarification on BD operations,0
20 08 2015,Kohat’s solid waste recycling plant to be ready by 2017,0
20 08 2015,Three-day Deosai festival from 27th,0
20 08 2015,Patriata chairlift leaves tourists hanging,0
20 08 2015,‘Banned outfit supporters be removed from offices’,0
20 08 2015,‘No trade with India till better diplomatic ties’,0
20 08 2015,Credible proofs of child sexual abuse in Kasur,0
20 08 2015,Taseer vigil attack suspect gets bail,0
20 08 2015,LHC orders protection of Kasur scandal suspects,0
20 08 2015,An institution to be named after Khanzada,0
20 08 2015,‘Serial rapist’ killed in CIA custody,0
20 08 2015,EU research support for Pakistani scientists explained,0
20 08 2015,Sindh govt orders arrests of 64 ‘corrupt’ officials,0
20 08 2015,Zoo hospital non-functional for a decade,0
20 08 2015,Route permits for Qingqis demanded,0
20 08 2015,Sindh govt ready to hold LG polls: minister,0
20 08 2015,Sindh Home minister claims Godil had passed on his police guards to someone else,0
20 08 2015,SC orders shifting of oil tankers to Zulfikarabad terminal,0
20 08 2015,12 DUET students held on terrorism charges,0
20 08 2015,Attackers chased Godil’s car from Baloch Colony area,0
20 08 2015,S. Korea sees improved trade ties with Pakistan,0
20 08 2015,Chief justice urged to get VIP protocol,0
20 08 2015,Private schools face CCP probe,0
20 08 2015,NAB hands over recovered money to livestock dept,0
20 08 2015,Army to support anti-polio campaign in area bordering Afghanistan,0
20 08 2015,"Senate discusses proposals for speedy, inexpensive justice",0
20 08 2015,Empowerment of local bodies needed to reduce poverty: CM,0
20 08 2015,SBP says banks can’t misuse definition of ‘politically exposed person’,0
20 08 2015,"OIC, UN can resolve Kashmir, ME issues: Pakistan",0
20 08 2015,US finds action against Haqqani network inadequate,0
20 08 2015,"Govt, MQM agree to hold direct talks",0
20 08 2015,Aziz’s Delhi visit delicately poised,0
20 08 2015,"LG polls in Punjab, Sindh from Oct 12",0
20 08 2015,Afghanistan's help will be sought to eradicate polio: Saira Afzal,0
23 08 2015,"We are a nuclear power, and know how to defend ourselves: Sartaj Aziz",-1
23 08 2015,Two abducted foreigners rescued in Quetta: police,-1
23 08 2015,ECP provincial officials have no moral standing left and should resign: Imran,-1
23 08 2015,Nisar announces overhaul of ECL,-1
23 08 2015,Agencies rescue kidnapped Chinese tourist,-1
23 08 2015,Multiple suspected militants arrested from Karachi: CTD sources,-1
23 08 2015,Three bodies found in Balochistan's Turbat district,-1
23 08 2015,Rocket attack from Afghanistan kills four soldiers: ISPR,-1
23 08 2015,"MQM agrees to meet PML-N over resignations, sources say",-1
23 08 2015,No cricket with Pakistan as Dawood Ibrahim has shelter there: BCCI secretary,-1
23 08 2015,Scaling Pakistan's mountains: A tale of expedition resilience,-1
23 08 2015,Indo-Pak NSAs' talks: Blame Nawaz,-1
23 08 2015,‘High profile terrorist’ held in Swat,-1
23 08 2015,Devolution to provinces still a challenge: ANP,-1
23 08 2015,Witness in terrorism case shot dead,-1
23 08 2015,Police book head of raided seminary,-1
23 08 2015,Kasur JIT: solution or delaying tactic?,-1
23 08 2015,Decision to revive PTI’s fortunes?,-1
23 08 2015,Imran confident of more decisions against PML-N soon,-1
23 08 2015,Sadiq has become controversial figure after verdict: analysts,-1
23 08 2015,British duo scales the challenging Link Sar Mountain,-1
23 08 2015,"Two very different drugs, one name",-1
23 08 2015,Duty-free access to US markets restored till Dec 2017,-1
23 08 2015,Police confirm teacher made objectionable videos,-1
23 08 2015,Lesco in hot water over ‘missing’ audit reports,-1
23 08 2015,PTI erupts in celebration,-1
23 08 2015,Five cops suspended in child abuse scandal,-1
23 08 2015,The rough edges,-1
23 08 2015,Iran-funded health project launched in Khairpur,-1
23 08 2015,Bioequivalence studies centre opens at KU,-1
23 08 2015,‘Baddest’ man on planet and greatest footballer on earth,-1
23 08 2015,PML-N minister urges MQM to review decision on resignations,-1
23 08 2015,Karachi’s civic issues in face of poor planning discussed,-1
23 08 2015,Footprints: The invisible and damned,-1
23 08 2015,"Dialogue the only option, says Swaraj",-1
23 08 2015,SC refuses to admit plea seeking record of military court verdict,-1
23 08 2015,NSAs’ talks cancelled over Indian conditions,-1
23 08 2015,"Fazl, Dar, Khursheed Shah urge MQM to reconsider talks",-1
07 09 2015,Key witness in Sabeen Mahmud murder case shot dead in Karachi,-1
07 09 2015,NA-122 deseating case: Ayaz Sadiq approaches SC over tribunal’s verdict,-1
07 09 2015,"Will not compromise with Khattak for my release, says Ziaullah Afridi",-1
07 09 2015,State will take action against those calling others infidels: Nisar,-1
07 09 2015,KSE plunges over anti-corruption crackdown fears,-1
07 09 2015,17 years and no census in Pakistan — A country running on guesswork,-1
07 09 2015,Five peace committee members shot dead in Khyber Agency,-1
07 09 2015,PTI not to enter any political alliance for LG polls: Haque,-1
07 09 2015,"More than 4,000 polio refusal cases documented in Balochistan‏",-1
07 09 2015,The absurdity of Pakistani ads,-1
07 09 2015,After the interval: revival of cinemagoing culture in Pakistan,-1
07 09 2015,Benazir murder case: Naheed Khan wants inclusion as prosecution witness,-1
07 09 2015,TDAP scam: Anti-corruption court grants pre-arrest bail to Gilani,-1
07 09 2015,"Broadcast of Altaf Hussain's images, speeches banned by LHC",-1
07 09 2015,Need a ride? Here's the ultimate guide to buying used cars in Karachi,-1
07 09 2015,Three killed in military's first drone strike in North Waziristan,-1
07 09 2015,Opportunity beckons for Pakistan's 'youth bulge',-1
07 09 2015,Unvaccinated children: situation remains bleak,-1
07 09 2015,Fazl shows reservations about raids on seminaries,-1
07 09 2015,Chitral’s reconstruction needs over Rs1.4bn,-1
07 09 2015,Defence Day: Hindus offer special prayers,-1
07 09 2015,Haleem Ghar: Spicing up an otherwise bland palate,-1
07 09 2015,Flyboys dominate Defence Day,-1
07 09 2015,Capital’s food law to be amended,-1
07 09 2015,Air show causes traffic jam in Islamabad,-1
07 09 2015,Sports diary: PCB fails to start activities on Women Cricket Ground,-1
07 09 2015,Boy sexually assaulted; four suspects arrested,-1
07 09 2015,"1,341 acres of barren land needs afforestation",-1
07 09 2015,Homage paid to army martyrs,-1
07 09 2015,NAB sitting on complaints against builder,-1
07 09 2015,PU question paper blunder leaves students in limbo,-1
07 09 2015,"In Punjab: 215 convicts executed, and counting",-1
07 09 2015,MS PowerPoint medal winner honoured,-1
07 09 2015,This week 50 years ago: Blackout begins in Karachi,-1
07 09 2015,Literary notes: The 1965 war and Pakistani Urdu literature,-1
07 09 2015,Heirs of Baldia factory fire victims looking for justice,-1
07 09 2015,Armed forces hold programmes to celebrate Defence Day in Karachi,-1
07 09 2015,Horticulturist A.K. Khan passes away,-1
07 09 2015,Six bullet-riddled bodies found,-1
07 09 2015,Govt delays Senate session for ‘unexplained reasons’,-1
07 09 2015,"Pakistan has no aggressive designs, says Basit",-1
07 09 2015,Controversy over LNG supply chain deepens,-1
07 09 2015,Angry Baloch leaders again asked to join mainstream,-1
07 09 2015,"Victory against terrorism to restore atmosphere of love and brotherhood, says Dr Malik",-1
07 09 2015,Rabbani urges US to take notice of Indian aggression,-1
07 09 2015,Genesis of the 1965 war,-1
07 09 2015,Seven opposition parties team up against PML-N for LG polls,-1
07 09 2015,"Cold or hot start, army ready for anything: COAS",-1
07 09 2015,Weeklong Ziarat festival begins,-1
07 09 2015,Sharif visits Aziz Bhatti memorial in Burki,-1
07 09 2015,‘Senior police officers smuggling Iranian oil’,-1
10 09 2015,Four suspected terrorists killed in encounter with Rangers,0
10 09 2015,"KP cabinet full of ‘smugglers,’ says Ziaullah Afridi",0
10 09 2015,"Polio cases in 2015 declined 82pc over last year, PM told",0
10 09 2015,Moor selected as Pakistan's submission to Oscars 2016,0
10 09 2015,NAB court sends PPP MPA to prison,0
10 09 2015,Those challenging govt's writ will be crushed: Chaudhry Nisar,0
10 09 2015,Minority and human rights to garner more attention: Punjab govt,0
10 09 2015,Black magic case: LHC directs prosecution to comment on bail petition of accused,0
10 09 2015,Google-supported Tech Mela to kick off in Pakistan tomorrow,0
10 09 2015,At least 30 school girls fall unconscious due to anti-dengue fumigation in Attock,0
10 09 2015,No talks with India without Kashmir issue on agenda: FO,0
10 09 2015,LHC bars niqab-wearing student from campaign against GCU till charges proven,0
10 09 2015,ECP will take all possible measures to hold free and fair LG polls: CEC,0
10 09 2015,I learned a lot doing backing vocals: Sara Haider on her musical journey,0
10 09 2015,"Pak-Russia talks on delivery of Su-35, Mi-35s underway: Russian Deputy FM",0
10 09 2015,Unchecked Indian nuclear programme upsetting regional stability: NCA,0
10 09 2015,Justice Anwar Zaheer Jamali sworn in as country's top judge,0
10 09 2015,Another 'Naina': Rahat Fateh Ali Khan croons for Meeruthiya Gangsters,0
10 09 2015,PeaceNiche shortlisted for top human rights award,0
10 09 2015,Govt asked to refrain from imposing curbs on ulema,0
10 09 2015,PA speaker issues production order for Ziaullah Afridi,0
10 09 2015,Health workers threaten to boycott anti-polio drive,0
10 09 2015,Refugees’ repatriation put on hold,0
10 09 2015,PPP senator calls information minister ‘powerless’,0
10 09 2015,Living colours: From Melbourne to Deosai,0
10 09 2015,‘Pakistan poised to rank among top 25 economies by 2025’,0
10 09 2015,Islamabad's Red Zone gets its latest dharna,0
10 09 2015,"MMA supported rise of Fazlullah, says ex-GOC Swat",0
10 09 2015,17 outlets sealed as food campaign reaches Islamabad,0
10 09 2015,Bird damages plane at Benazir airport,0
10 09 2015,A lucky break for Asif Ali Zardari?,0
10 09 2015,Babra Sharif adopts ailing lion cub at zoo,0
10 09 2015,Arrested suspects ‘planned to attack seven spots’ in Lahore,0
10 09 2015,Homicide cases probe unit starts functioning: IG,0
10 09 2015,Bilawal ‘agrees’ to form body for accountability within PPP,0
10 09 2015,JUI-F declares end to electoral alliance with PPP,0
10 09 2015,‘PML-N pushing country to economic collapse’,0
10 09 2015,Godil’s video appearance,0
10 09 2015,Chief secretary’s bail extended,0
10 09 2015,Two men shot dead in North Karachi ‘sectarian’ attack,0
10 09 2015,"6,188 HIV/Aids patients in Karachi",0
10 09 2015,German firm refuses to pay lifelong compensation to heirs of Baldia factory fire victims,0
10 09 2015,"Geo-tagging of 3,662 madressahs in Sindh completed",0
10 09 2015,Opposition parties requisition Senate session,0
10 09 2015,"Pakistan, China set to sign economic zone accord",0
10 09 2015,Punjab minister Rana Mashhood faces NAB investigation,0
10 09 2015,"Thar to emerge as country’s ‘energy capital’, says minister",0
10 09 2015,Local govt poll schedule may be revised,0
10 09 2015,Shahbaz makes public ‘cold war’ with power ministry over Nandipur project,0
10 09 2015,Demand for making Khuzdar airport functional,0
10 09 2015,Two officials convicted of embezzlement,0
10 09 2015,Afghan refugees’ PoR cards to be extended till 2017,0
10 09 2015,NAP implementation to be discussed,0
10 09 2015,Traders observe countrywide strike against withholding tax,0
10 09 2015,Justice Khawaja urges judiciary to be fearless,0
25 09 2015,"Not just a guy flick: In JPNA, women rule the roost with a will of their own",0
25 09 2015,Ban Ki-moon encourages Indo-Pak dialogue at UN session,0
25 09 2015,Army chief celebrates Eid with troops in Khyber Agency,0
25 09 2015,Ancient artefacts and statues discovered near Badin,0
25 09 2015,Pakistan issues $500 million Euro bond,0
25 09 2015,Eid-ul-Azha Mubarak: Celebs send a shout-out!,0
25 09 2015,10 'militants' linked to banned organisation arrested in Gwadar district,0
25 09 2015,Pakistan court orders government to enforce climate law,0
25 09 2015,Eidul Azha celebrated across Pakistan,0
25 09 2015,"Here's how the bakra, the butcher and the tailor messed up my Bakra Eid",0
25 09 2015,Smokers’ Corner: Waiting for Cooler Saab,0
25 09 2015,Traditional barbecue ‘wreeta’ gaining popularity,0
25 09 2015,PML-N losing ground in Khyber Pakhtunkhwa,0
25 09 2015,Partial Eid marked in KP on Thursday,0
25 09 2015,"Eidul Azha prayer timings in Rawalpindi, Islamabad",0
25 09 2015,"PM approves mega development projects for Murree, Kotli Sattian",0
25 09 2015,"Biometric registration of 41,600 Afghans completed",0
25 09 2015,"Parliament watch: Halfway through term, PML-N has no one left to blame",0
25 09 2015,"In times of scarcity, the dream of a self-sustained Islamabad",0
25 09 2015,Aleem questions Ayaz’s politicking,0
25 09 2015,Woman poisoned to death over dowry,0
25 09 2015,Gujrat mayor slot: PML-N goes for ‘disqualified stalwart’,0
25 09 2015,Weaving traditional craft into modern art,0
25 09 2015,CM reviews execution of farmers’ relief package,0
25 09 2015,Harking back: Tracing our heritage to the Lahore that was,0
25 09 2015,Five cops booked for herding goats to rail track,0
25 09 2015,Lahore High Court website hacked again,0
25 09 2015,Mina tragedy dampens Eid festivity,0
25 09 2015,PPP seeks judicial officers for local polls,0
25 09 2015,Strict punishment in Punjab for selling unwholesome meat after Eid,0
25 09 2015,‘Bullish’ trend at cattle market just ahead of Eid,0
25 09 2015,Inflated bills sent to power consumers in Dadu to cover line losses,0
25 09 2015,"Rousing reception for Ali Nawaz Shah in Hyderabad, Mirpurkhas",0
25 09 2015,Sacrificing by proxy,0
25 09 2015,Dairy farmers quitting industry as milk production cost surges,0
25 09 2015,Three ‘hitmen’ held in separate raids,0
25 09 2015,Karachi pilgrims narrate horror of Mina stampede,0
25 09 2015,10 suspects held near Quetta,0
25 09 2015,"Mamnoon, PM grieved over Mina tragedy",0
25 09 2015,PM reminded of his promise made to people of Awaran,0
25 09 2015,Eid message: PM Nawaz urges nation to rise above personal interests,0
25 09 2015,Sharif offers Eid prayers in London,0
25 09 2015,NAB forensic lab awaits interior ministry’s NOC,0
25 09 2015,Over 950 lawmakers yet to file asset statements,0
25 09 2015,High-loss areas to face loadshedding during holidays,0
25 09 2015,SC urged to retain power to review military court decisions,0
25 09 2015,Atmosphere of trust needed for Balochistan talks: Mengal,0
01 10 2015,Musharraf threatened Benazir before her return to Pakistan: Mark Siegel,-1
01 10 2015,Case registered against Mohammad Anwar of MQM: police,-1
01 10 2015,Foreign exchange reserves all-time high at $20 billion,-1
01 10 2015,Rangers to launch radio show for Karachiites,-1
01 10 2015,"Pakistan wants friendly relations with India, but not at its own cost: COAS",-1
01 10 2015,"Response to Nawaz: De-terrorising Pakistan is the answer, says India",-1
01 10 2015,Sajal Aly to make cinematic debut with Ishq 2020,-1
01 10 2015,#TBT: The Junaid Jamshed of yesteryears,-1
01 10 2015,New policy for NGOs prepared: Chaudhry Nisar,-1
01 10 2015,Government increases GST on furnace oil,-1
01 10 2015,137 fresh dengue cases in Rawalpindi take total to 934,-1
01 10 2015,BBDO Pakistan shines at Clio Awards 2015,-1
01 10 2015,Is Anil Kapoor bringing hit sitcom Modern Family to India?,-1
01 10 2015,Neelum Valley: The sapphire trail,-1
01 10 2015,Pakistan was obliged to develop nuclear capability: foreign secretary,-1
01 10 2015,PTI councillor survives grenade attack in Swat,-1
01 10 2015,"5,000 teachers appointed on merit in Balochistan",-1
01 10 2015,"Mina stampede: Officials say 40 Pakistanis dead, over 60 missing",-1
01 10 2015,25 militants killed in North Waziristan blitz: ISPR,-1
01 10 2015,Wasim urges Modi to revive Indo-Pak cricketing ties,-1
01 10 2015,Where does Pakistan stand as India chases digital dreams?,-1
01 10 2015,Shuja Khanzada murder: Four suspects killed in CTD 'encounter',-1
01 10 2015,"Facial hair, don't care: Which Pakistani celebs are slaying the beard game?",-1
01 10 2015,Illegal Pakistani migrants: In ‘quest of greener pastures’,-1
01 10 2015,SHC seeks report on action against land mafia,-1
01 10 2015,Experts being sent to Badin to examine ‘artefacts’,-1
01 10 2015,"Sindh ACE raids three govt offices, seizes records",-1
01 10 2015,Gambling den clerk shot dead in Lyari,-1
01 10 2015,‘Youth kills himself during Rangers raid’,-1
01 10 2015,Medical panel says Dr Asim taken away without intimation to hospital,-1
01 10 2015,Traffic police officer shot dead,-1
01 10 2015,Altaf Hussain declared proclaimed offender in intimidation case,-1
01 10 2015,Two cops held for rape of woman volunteer,-1
01 10 2015,Fraud of Rs1.7m detected in bar account,-1
01 10 2015,Crackdown on under-age drivers,-1
01 10 2015,CM opens Chinese consulate,-1
01 10 2015,"Bar members leap to defence of Asma, Khalid",-1
01 10 2015,‘Imran should have dared to re-run in NA-122’,-1
01 10 2015,LHC summons NAB’s Punjab director general,-1
01 10 2015,"PML-N may flee NA-122 also, apprehends Imran",-1
01 10 2015,Rawalpindi Police gear up for Muharram,-1
01 10 2015,"Apply modern agri techniques, says minister",-1
01 10 2015,"Living colours: The world, as seen from two wheels",-1
01 10 2015,"Upcoming LG polls are pre-rigged, claims PTI",-1
01 10 2015,HEC says Comsats dual degree ‘worthless’,-1
01 10 2015,Non-compliant private schools be sealed: PM,-1
01 10 2015,Ex-PM appears before court in corruption case,-1
01 10 2015,"PIA directed to start flights between Skardu, Gilgit",-1
01 10 2015,PHC orders to trace ex-internee convicted by military court,-1
01 10 2015,Illegal power connections in Peshawar to be removed till Oct 10,-1
01 10 2015,Ex-SC judge declines to lead inquiry into Nandipur project,-1
01 10 2015,Rabbani to give ruling on MQM resignations on 5th,-1
01 10 2015,Irsa sees 14pc water shortage in Rabi season,-1
01 10 2015,Ex-Dawn photographer Mujeeb passes away,-1
01 10 2015,Military court verdicts: SC may explain judicial review,-1
01 10 2015,Accord to support campaign for polio eradication,-1
01 10 2015,Malaria claims five lives,-1
01 10 2015,Two witnesses testify in Akbar Bugti murder case,-1
01 10 2015,Appointment of teachers through NTS praised,-1
01 10 2015,"Rabbani, Shah for across-the-board accountability",-1
01 10 2015,"Prices of petrol, other products to remain unchanged this month",-1
01 10 2015,PM urges India to pledge not to use force under any circumstances,-1
01 10 2015,Pemra warns against criticism of Saudi response to Mina tragedy,-1
01 10 2015,India rejects OIC role on Kashmir issue,-1
01 10 2015,US may reimburse $375m under CSF in 3-4 days: Dar,-1
01 10 2015,PM's Kisaan package: Little relief for peasants,-1
11 10 2015,Sadequain's ruba’iyat: 'He broke traditional silence over ugliness',0
11 10 2015,Rs329.92bn payments to IPPs declared unconstitutional by AGP,0
11 10 2015,Karachi con: Cosplay like you mean it!,0
11 10 2015,After a decade: Noori's Begum Gul Bakaoli Sarfarosh comes to Karachi,0
11 10 2015,At least 22 suspected terrorists killed in NWA air strikes,0
11 10 2015,"Best dressed this week: Priyanka Chopra, Fouzia Aman killing it",0
11 10 2015,Anti-polio campaign begins in Bajaur,0
11 10 2015,Balakot quake survivors protest delay in allotment of plots,0
11 10 2015,"10 companies of army, Rangers being deployed in Muharram",0
11 10 2015,Lohi Bher Wildlife Park ─ a picture of neglect,0
11 10 2015,Education could help reintegrate Pakistan’s gypsies,0
11 10 2015,Smokers’ Corner: Strange bedfellows,0
11 10 2015,"Illegal mining continues despite arrests, insists KPEC",0
11 10 2015,Peshawarites at risk of Congo fever,0
11 10 2015,Margalla Hills blasting toll reaches four,0
11 10 2015,Two men with alleged IS links arrested,0
11 10 2015,Moratorium on death penalty demanded,0
11 10 2015,Hackers deface Met Office website,0
11 10 2015,Imran urges voters to come out,0
11 10 2015,Zardari seeks probe into PPP men’s killing,0
11 10 2015,PML-N accused of using Kalabagh dam issue as ‘political slogan’,0
11 10 2015,Sikhs preserving gurdwara on self-help basis,0
11 10 2015,Papers of two LG candidates accepted after deadline,0
11 10 2015,"Six booked for killing UC candidate, two others",0
11 10 2015,Ban on arms display during by-polls,0
11 10 2015,PPP contender dispels boycott reports,0
11 10 2015,NA-122 poll may reignite ‘politics of conflict’,0
11 10 2015,Man wounded in firing on Imambargah,0
11 10 2015,22 saker falcons seized from intercity bus by Rangers,0
11 10 2015,MQM’s return to Sindh Assembly won’t affect PPP position: Khuhro,0
11 10 2015,Sindh plans to combat religious persecution,0
11 10 2015,A lone soul retraces the steps of loved ones lost in Mina,0
11 10 2015,Warrant for arrest of suspected hitman reissued,0
11 10 2015,"India urged to begin dialogue, adopt comprehensive approach",0
11 10 2015,PM invites Kashmiri leader,0
11 10 2015,ECP to get tough with errant polling staff,0
11 10 2015,Footprints: 'Bhai jan' Shamim Akhter,0
11 10 2015,Contacts with Baloch leaders encouraging: Nisar,0
18 10 2015,Pak-Turkey joint air exercise comes to end,1
18 10 2015,Election commission declares PTI's allegations null and void,1
18 10 2015,PTI rejects inclusion of MQM members in Grievance Redressal Committee,1
18 10 2015,DG ISI meets US intelligence officials ahead of Nawaz's Washington trip,1
18 10 2015,Palejo leads QAT and Sindhyani Tehreek rally against KBD in Badin,1
18 10 2015,All Uighur militants eliminated from Pakistani territory: Khawaja Asif,1
18 10 2015,Indian producer Rakesh Upadhyay set to make Imran Khan biopic,1
18 10 2015,"Manto goes to Harvard, Yale and Columbia",1
18 10 2015,US should refrain from fanning S. Asian instability: Sartaj,1
18 10 2015,Ensuring safety in winter,1
18 10 2015,27 imambargahs declared most  sensitive in GB,1
18 10 2015,Imran advised to respect people’s mandate in KP,1
18 10 2015,Pakistan’s western border ‘breeding ground for IS’,1
18 10 2015,"Consensus on Kalabagh dam impossible, says KP CM",1
18 10 2015,School bombings fail to scare away girl students,1
18 10 2015,A day at the dengue ward,1
18 10 2015,KP Ehtesab body seeks police help to arrest senator,1
18 10 2015,Firebrand clerics banned for 60 days,1
18 10 2015,Majority of acid attack cases remain undecided,1
18 10 2015,Saudi cadet found dead,1
18 10 2015,"Villagers protest police ‘highhandedness’, ‘fake’ terrorism case",1
18 10 2015,Self-immolated rape victim’s parents seek police security,1
18 10 2015,Kiln workers hold sit-in for fixed wages,1
18 10 2015,Man gets life term in blasphemy case,1
18 10 2015,Harking back: Of lost walls and threat to our tile-mosaic tradition,1
18 10 2015,Rs400 million more for signal-free road,1
18 10 2015,Punjab sales tax collection up 27pc,1
18 10 2015,Special security measures taken for LG polls: CCPO,1
18 10 2015,Youhannabad lynching case suspects to be indicted on 28th,1
18 10 2015,"NA-122 vote shifting complaints piling up, says Sarwar",1
18 10 2015,‘PPP to fight back in 2018 election’,1
18 10 2015,"55,000 wheat bags meant for Tharis rot",1
18 10 2015,Govt ready to hold LG polls on time: minister,1
18 10 2015,‘JUI-F to raise rigging issue in Senate’,1
18 10 2015,"Charges framed against Obaid 'K2', Nadir Shah in policemen murder case",1
18 10 2015,Three booked in donkey hides case,1
18 10 2015,Two detained for financing Safoora Goth bus carnage,1
18 10 2015,"JI to contest LG polls on 95pc of city seats, says Siraj",1
18 10 2015,Printing of ballot papers for first phase of LG polls in Punjab ordered,1
18 10 2015,Pakistan rejects terrorism in all forms: Khawaja Asif,1
18 10 2015,"Nation united against terrorism, extremism, says Gen Rashad",1
18 10 2015,MQM pins faith on new committee,1
18 10 2015,Unauthorised cable TV channels shut down in Azad Kashmir,1
18 10 2015,Parts of Chagai jolted,1
18 10 2015,Muharram security plan for Quetta,1
18 10 2015,PTI leader accuses Daniyal of hurling threats,1
18 10 2015,Joint exercises with Saudi Arabia begin tomorrow,1
18 10 2015,Search for Geeta’s family goes on,1
18 10 2015,PPP reluctant to field joint candidate for speaker’s slot,1
18 10 2015,"RAW may try to kill PM, warns Punjab govt",1
18 10 2015,Govt accepts Aptma demand to curb cotton yarn import,1
18 10 2015,18 ‘facilitators’ of terrorists arrested,1
18 10 2015,Inviting Arabs to hunt is pillar of foreign policy: govt,1
28 10 2015,"Qaim orders deployment of 3,000 policemen on security of anti-polio teams",-1
28 10 2015,FIA arrests PTI activist for ‘tweeting against judiciary’,-1
28 10 2015,Turkey to provide 34 T-37 aircraft to Pakistan free of cost,-1
28 10 2015,Four Pakistani acts selected to perform at South by Southwest (SXSW) 2016,-1
28 10 2015,Badin hosts Pakistan's largest donkey festival,-1
28 10 2015,Pakistan ranks 138 out of 189 on ease of doing business,-1
28 10 2015,"NA-154: SC declares Siddique's election void, orders re-polling",-1
28 10 2015,"Pakistan has some influence over Taliban, but no control: Sartaj",-1
28 10 2015,Rescuers struggle to reach Afghan-Pakistan quake survivors,-1
28 10 2015,"Pakistan, Iran agree to enhance anti-terror cooperation",-1
28 10 2015,Paracosm II,-1
28 10 2015,ATC indicts 20 in Youhanabad lynching case,-1
28 10 2015,Dollar inter-bank rate hits record high for 2015,-1
28 10 2015,Uber to launch ride services in Pakistan,-1
28 10 2015,"Quake toll reaches 267, Nawaz announces relief package",-1
28 10 2015,In conversation with Pakistan's new jori #1: Diyar-e-Dil's Osman Khalid Butt & Maya Ali,-1
28 10 2015,'Siachen' is about soldiers who are often left in the background: Anwar Maqsood,-1
28 10 2015,Want to improve digestion and lose weight? Lemonade Diet is your answer,-1
28 10 2015,Earthquake response: Clearer SOPs are crucial to relief efforts,-1
28 10 2015,Citizens and CDA put to the test in wake of earthquake,-1
28 10 2015,Crack found in BBIA building,-1
28 10 2015,Aftershocks bring down two buildings that withstood big jolt,-1
