,Date,SBP Press Release
563,2014-05-20 00:00:00+00:00,"May 20, 2014

State Bank clarifies prize bond issue

The State Bank of Pakistan has issued the following clarification regarding 20,000 missing pieces of prize
bond forms of Rs. 1500 bearing serial numbers AW070001 to AWO090000:

A consignment of un-stamped prize bond forms was dispatched by SBP Lahore Office for receipt at SBP
Karachi Office via 16 Down Karachi Express on May 08, 2014. The train departure from Lahore was
delayed by approximately 12 hours and reached Karachi Cantt behind schedule. As per the Federal
Treasury Rules, the Lahore remitting office hands over the treasure to Police Escort and it moves in their
custody till it is received at the Karachi destination office.

The brake railway car carrying the treasure was unlocked at Karachi in the presence of all concerned
including Police Escort and to their dismay they found one box out of the ten was missing. On further
investigation, it transpired that one of the panels of the brake railway car was found to be tampered and
broken into.

SBP has issued ‘Stop Payment’ instruction to all SBP BSC Offices, commercial Banks and Central
Directorate of National Savings (CDNS), in respect of the missing un-stamped prize bond forms.

Moreover, CDNS has been requested to notify withdrawal of above serial numbers from circulation with
immediate effect through Finance Division, Ministry of Finance by issuing Gazette Notification in
exercise of the powers conferred by Rule 4(1&2) of the Prize Bond Rules 1999, so that these bonds do
not remain eligible for encashment/prize money.

2K
"
564,2002-02-01 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2020-33 March 27, 2020

SBP implements Regulatory Approval System for ease of doing business

SBP has launched a Regulatory Approval System (RAS) for submission of cases related to foreign
exchange policy and operations dealt by its Exchange Policy Department (EPD), SBP and Foreign
Exchange Operations Department (FEOD), SBP-BSC respectively. SBP RAS, which has become
operational from March 24"", 2020, provides an online platform to banks to interact with the SBP/SBP-
BSC for submission of cases and receiving regulatory decisions.

Bringing ease of doing business, a key feature of the system is to keep the business customers updated
about the status of their requests routed through banks from the day it is received at SBP. Customers
will receive system-generated update status reports, at their email address provided by bank, from the
time of case submission till completion. Customers will also be able to check out the updated status of
their cases on SBP’s website anytime.

Using SBP RAS, banks will electronically submit foreign exchange operations related cases to the
Foreign Exchange Operations Department (FEOD). The paper based submission of cases by Authorized
Dealers to FEOD has been abolished forthwith. Similarly, foreign exchange policy related cases
pertaining to Exchange Policy Department (EPD) will also be submitted electronically through SBP RAS.
However, for EPD, in addition to electronic submission, manual submission of cases through surface
mail will continue, for the time being, till further instructions.

SBP RAS is expected to conserve resources and bring efficiency by allowing timely FX-regulatory
approvals and replacing the paper based submissions that are prone to logistic and storage issues and
unnecessary delays. SBP RAS is a step towards digitalization intended to leverage technology for
improving public service and promoting ease of doing business in the country. The initiative is a part of
SBP’s Vision 2020 under which a Knowledge Management Project was initiated aiming to implement a
modern framework for the retention and sharing of information and knowledge.

FOR A CR CR

Page 1
"
565,2001-02-01 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-90 November 18, 2019

Monetary Policy Announcement
The Monetary Policy Committee of SBP will meet on Friday, November 22, 2019 at SBP Karachi to
decide about Monetary Policy. Later on, SBP will issue the Monetary Policy Statement through a press

release on the same day.

2 KK KKK

Page 1
"
566,2020-01-24 00:00:00+00:00,"kul

202044116

end nd FEES gsi Soho treLidtus tu vel til 1S 2020124 F | gt Luin
Gl ed nb Ly hw BAL & ot wu GL oewwdbnds, Boies
Sasi LL Unb Pea eres

Bal Riba ete Niele tae lnianp ot Pee LI ZTE yt yi2
E83 tt 202000b Lue SBS EST Wed ee Arise bul utin£ Wu?
geri tho L fuso.07 sed n2ibF ln L ol Abed T16/2009 «Snub be
eB BUST et OSE te Ete PPL SEC lla re Gil
SKE, dbo Alesse Zeid L (frequency bh G Supt ai Selk

= Community Mobility Reports od x tee tok Saleen abl Lett cuba Sece
Soe ir (SE BUR eT ie tha Mi Let HUM be Sete tite Lk
A Sb UIcbatuetircirE (SPE pei Lhd abe tb ase shed gto
bn vr LY

wht Ne WG BAU pce edt SL ot te NL Eble BEE Ey Ab SGAL3
Joe CISL F ud 5h Leto test gO P LL pte tL bky
Le pec LG Sire MoS eek Sey KU vlu Snes L Adal Ft
Set PAEL WIR SH gfe CITES Bede TL tN Eee CISE 3
(second-round) dt ve pr Sul Atte teu Suh ture baa Pu tev euber
CIS Fein bbr LS detec Pec wheter fle Mew nine BUL
ut See orice bbl file
"
567,2012-06-20 00:00:00+00:00,"June 20, 2012
Microfinance-exclusive Credit Information Bureau to reduce
risk of multiple borrowing & loan defaults: Yaseen Anwar

Mr. Yaseen Anwar, Governor, State Bank of Pakistan (SBP) has said that Microfinance-exclusive
Credit Information Bureau will help Microfinance Banks (MFBs) and Microfinance Institutions (MFls) in
developing robust risk management system and practices, which in turn reduce the risk of multiple
borrowing and loan defaults.

Delivering his key-note address at the national roll-out of Microfinance-exclusive Credit
Information Bureau (MF-CIB) at SBP Learning Resource Centre (LRC) Auditorium in Karachi today, he said
the MF-CIB will open access to credit for millions of potential poor borrowers and reduce the credit risk
cost of the lenders, besides lowering the loan price for the borrowers.

Mr. Anwar pointed out that at present even the credit-worthy borrowers of microfinance
institutions face difficulty in accessing larger loans from MFBs or commercial banks due to non-
availability of their long history of loans and timely repayments with a microfinance institution. ‘The MF-
CIB will facilitate in the ‘graduation’ of such livelihood-based workers into small entrepreneurs,’ he
added.

He said that this nation-wide MF-CIB will be a major step for both lenders and borrowers with
positive impact. ‘As the CIB expands its operations across the country, the quality and efficiency of the
loan appraisal process will improve significantly, he added.

SBP believes that a policy framework for credit bureaus is essential for their smooth and long-
term growth, he said, adding that the Government and SBP have already been working on the
development of a legal framework, which will strengthen private CIBs by establishing criteria for
licensing, issuing regulations, and creating oversight mechanism. ‘All this will result into stakeholders’
satisfaction, and, most importantly, it will boost public confidence,’ he added.

He said that SBP has played a sterling role in the development of microfinance sector as an
alternative to conventional banking to serve the lower end of the market. ‘However, there is a global
shift from microfinance to inclusive finance, that is, from supporting microfinance initiatives in isolation
to building inclusive financial sector,’ he added.

Financial inclusion, which is a core component of SBP’s financial sector development strategy,
will also stimulate economic growth for the country, he said, adding that it envisages transforming the
financial market into an equitable system with efficient market-based financial services to the otherwise
excluded poor and marginalized population including women and young people.

Mr. Anwar urged upon the CEOs/Presidents of MFBs and MFls to improve corporate
governance, management structures and put in place adequate systems & policies in their respective
organizations for ensuring protection of consumer rights. SBP is already in the process of revising
regulations to ensure that MFBs follow best standards in these critical areas, he said and added: ‘We
count on your wisdom and commitment to reach out to millions of financially excluded people.’
"
568,1952-01-03 00:00:00+00:00,"20157910

Ss er AL eho iolei. ud ett

PU tle ord vl Ob teu tle OIL GEA LIL btu L hee til
olalte SBMS 61a SUP Jtlan CS NL ILI UP bye L coe
UI Gol Lote kde SUsblel i Soar Lo Wt EIS Sted ub ivurr Su

ee SOUS ie veer

Bye Aral L ee bya HS oye VOL obi KO bol x Corer SLL U AS Or etd
CI rte We tog bet bd Gives Shy inlet ut Ein SAL Died Cole wi
NL LIK LEE ti etoile Aen bye SME

Ln e Ker Piiprispe BY tre Sule fr£ iene I Sibyl Use
2 Oi Fe FAL 0 be Sle WG Le tH Liebe bay Sb bie
SS Coleg Cb Pe vL we Jie Guidi ibrornt ote
eu C Pie Souah23 bi BIL SUL GLa Sel 3G UIE tO Ute fete JbyeL
LSet Tg 10255 Ste 1S SL SL 2 red 300 OSL SL EU Ke Tele J dea ore L see

SW UVeieb ei dud ble SASL

piG te LE be Gee big ce Seti us UY br trtentL gil ulviltonpSur?3 bys
AGL Se SG ble be 7 bya Nor bete de SEZ oth lerLutyuLuy
MLNS ISP AE SAUL BL 52013, sh HOLL eur Sly Rete MNS ci
He LIA LIB IAL ete br FHS Uae nL SL Bei Moe SG SILA bE

LIES I Sb Leh ASB SE UPI ye LAS Bild LE bea ULM

ORR RK
"
569,1952-01-05 00:00:00+00:00,"£2015.,54126
LS Fett Soa BL TG sl Ge tel SHAS SI CUE

sort JH} toe Ze (automation) SEPT Se Sb L aI RARE A wl Aa GA Rw oe een
PINS BINS AL AVSL ILE hie UP ey i bende Ebi tiyL bi Labeerb Volt
SE np BL Sec rst Pe Se ot Bor HSE LUISE SoA SASSI SWE ict aSx

LASS th Ceebobenk ey Th Boh Gt bt cL Lb 52015 P26C TTS Set Bul Gee ae
2efegelar

Sib A Sie ent SUR Ae tee ts 616A SIL Sips Hue wh Bedi L ELE SII£ vies
et thy (WeB00) My tr cr BULL Hr LI (BFE)

29S LVS OBL Met SASL I WL L et rl un boca pare Lk KE Se OF
FLASHES Biosrrce tree SL SL via PEK IVb Ls,

BIST ISS Cp STS oP pill Cu A bet ce iL WeBOC Le Iuh, Peeing
Godse 20157911 At ie bo beg hoe eS CH) ALES bet UE oT ePL I eto SUIS P UIE
ASIEN GL WeBOC gh bert SSI Seen, Ba bo Ua Ur to SSI Sle 02015 9 2°W Lewy
Lipo Bisel Westen £ 2002 fe sinigeeLu5 ee ELEM Vib 6) Lit WeBOC
FEO Lcl yore SA ESIC Ue dnd nerXl Mut tb Llrwird Lizi

VE Sir bul StE La LL pie BUH Sic6 0 i A WeBOC yb lL BEd SUipic SA SALIE
SE WeBOC AL 66 HIL ASE

AGL llr Et SL vhosts SLA AC A ee OL (MSHI A/G SIL Aut WeBOC
Kot Sunk Pro Sew te LL orepdevertre LIL gui ceed xlvr

Ft LIKES Ae wid Le tl EA PSG OIL Met Bo Ged
CHL tug ewe L ef bund sige VLU GFL LL tO opie oI Ged
"
570,2020-08-05 00:00:00+00:00,"£2015(55228

Fiz ews Oe Aes

SRA ES AAL BW beret A tre Sb Pe owus CLL BAL ween
OG AF wtb AL be eye Che SW RICSG GA 0LL a PM
LAP EP HALL PoP ie uit

CELA (financing) 66s peasy Ab £ UI ASHE ALBA Se uk
ee ized Abe BYE WML ky 5 ES OAS BL SL gb 2008 5 Gt EteT
eA Ged IM,

Fl no Ge ML Ui th Ae me Shi tet BA tue le ST, dS Ure tol
SHU PALF 650,000: Fe PEA, EAB BEL Uh pet Uy ered isl wl LTB EI fH
Phe ule duvte tL re stuted wl s ite uk bo Ceo 128252 £23

ee UWE esos 6 ZU

SMS lee iL 20152 8b AEL Sane Beebe de DOU LBA
Eb bed ib B ole duel oeyitt

KW
"
571,2016-01-01 00:00:00+00:00,"£2016U%27
By tet of omic ol Sele Ue lL et Fe&y vs

Leste L£ Spi Sole Sib Jl k NPs LS MyWeb pS Spite ert ye
Ws

cfibe LL keine Mer Sere lide ute PLS Csi.) burg iat VSUeEY
Séibe te PL Life bel LINE Muti h6ibe ite 6b Lipide Serie
ELIE yA VL ILE LNG IL OPP SUIT LG

ee Ly Po Sob SAPS ee

RK IK AIK KIRKEER EERIE RIERRER
"
572,2016-07-30 00:00:00+00:00,"MONETARY POLICY COMMITTEE
STATE BANK OF PAKISTAN

 

 

 

Monetary Policy Statement
July 30, 2016

Pakistan economy posted notable improvements in FY16 as average annual CPI inflation
declined to a 47 year low of 2.9 percent and real GDP growth touched an 8-year high of 4.7
percent. Foreign exchange reserves held by SBP recorded steady increases and while covering
four months of imports stood at USD18.1 billion by end-June 2016. Government's efforts at
reducing budget deficit remained on track as its revenue collection exceeded expectations.
Private sector credit posted a considerable surge with accelerating loans for fixed investment
and working capital. Growth in broad money was contained as the government borrowing
remained lower. Discreetly evaluating the outlook of these improvements, SBP cut its policy
rate by a cumulative 75bps in FY16; over and above cut of 300bps in FY15.

Both external and domestic factors have contributed towards improvement of the economy. On
the external front, despite a decline in exports growth, foreign exchange market remained
broadly stable due to lower oil prices, healthy workers’ remittances, and adequate official
capital inflows. While on the domestic side, an increase in FBR revenues has helped in
increasing development spending, while at the same time maintaining fiscal deficit close to the
target level.

Although increased demand for currency and at times government borrowing from commercial
banks kept the money market under pressure, effective injections to keep the market sufficiently
liquid by SBP has helped in a better transmission of monetary policy. This was visible in
overnight repo rate which on average remained closer to the policy rate. Overall, 6-month

KIBOR has seen a steeper 93bps reduction in FY16, compared to a 75 bps reduction in the policy
rate during May 2015 to May 2016. Thus, in turn, it has helped in a remarkable increase of Rs461
billion in private sector credit in FY16, compared to Rs224 billion in FY15. This indicates that
existing lending rates together with the provision of liquidity are supporting the accelerating
pace of private sector credit.

Going forward in FY17, factors affecting the outlook for external sector are broadly similar to
that of FY16. Even with a slight increase in current account deficit, on account of expected
higher non-oil imports, positive growth in workers’ remittances are likely to keep it at
manageable levels. At the same time, substantial bilateral and multilateral project loans related
flows in the financial account will help maintain an overall surplus in the balance of payments.
Further addition to this surplus is likely to come from increased foreign portfolio investments
on the back of reclassification of Pakistani stock market in the Emerging Markets Index by
MSCI.

 

 

Pagel
"
573,2001-02-01 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2016-64 July 1, 2016

Pakistan's economy maintained its growth momentum
during FY16, says SBP’s quarterly report

State Bank of Pakistan has today released its Third Quarterly Report for FY16 on the state of
Pakistan’s Economy. According to the Report, Pakistan's economy maintained its growth momentum
during FY16, despite suffering from heavy losses in the agriculture sector.

The Report particularly highlighted the acceleration in industrial and services sectors’ growth on the
back of better energy supply and improvement in security situation in the country.

Other key macro-economic indicators also improved during FY16, the Report noted. For example,
average CPI inflation was almost half the level seen last year. In the meanwhile, inflationary
expectations also subdued. This ease in inflation primarily came on the back of continued low
commodity prices in the global markets (and its swift pass through to domestic consumers,
particularly for POL products), comfortable supplies of key food items, and stable exchange rate.

Another positive for the economy, as mentioned by the Report, was the surplus in the external
account during first nine months of the year, which was led by largely contained oil payments, a
modest rise in worker remittances and foreign currency loans. Hence, SBP’s reserves reached USS
16.1 billion (aggregate reserves including banks) by end-March 2016 — this amount was sufficient to
finance four months of the country’s import bill, and more than twice the short-term payments.

Fiscal indicators also witnessed broad improvement, as noted by the Report: the budget deficit
reduced to 3.4 percent of GDP in Jul-Mar FY16, from 3.8 percent in the same period last year. More
importantly, the country recorded a primary surplus during this period. Higher revenues, contained
expenses and larger surplus from provinces led to this improvement in the fiscal account.

According to the Report, besides subdued commodity prices (particularly oil) in the global market, the
policy support also played a key role in improving macro fundamentals. An expansionary monetary
policy for the last one and a half year, development focus of fiscal spending (particularly on
infrastructure projects which also encouraged construction and related activities), better energy
management, and CPEC related initiatives, are case in point.

The Report also identified low investment rate, continued weakness in exports, slowdown in
remittances, and narrow tax base despite stop-gap measures by the government to increase tax
collection as some of the key challenges for the economy, which needs to be tackled through
structural reforms so that the recent improvement in macro fundamentals can be sustained.

The full Report is available at SBP website www.sbp.org.pk.

Page 1
"
574,2002-02-01 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2020-124 December 2, 2020

SBP ISSUES REGULATORY FRAMEWORK TO FACILITATE
BUSINESS TO CONSUMER (B2C) E-COMMERCE EXPORTS

State Bank of Pakistan (SBP) has issued regulatory framework to facilitate Business-to-Consumer (B2C)
e-Commerce exports from Pakistan. Under the new regulatory framework, the mandatory requirement
of ‘Export’ (E) form has been done away with and now an exporter can export goods up to USD 5,000/-
per consignment without the requirement of ‘E’ Form. This step will facilitate exports in small quantities
directly to the consumers. This will also help small entrepreneurs and exporters who typically export
varied goods in small quantities and find it cumbersome to fulfill the detailed requirements of E Form
that is mainly designed for bulk exports.

Lately, the global emerging trends especially in the consumer market place have seen a major shift
from traditional market place to e-commerce due to the advent of new technologies. A surge in this
trend was particularly witnessed during the global lockdown owing to COVID-19 pandemic. In line with
these trends, SBP focused on facilitating cross border trade for B2C (Business to Consumer) exports
from Pakistan, including by small entrepreneurs and exporters. This was aimed at improving
competitiveness and digital connectivity of Pakistani businesses with the global market during the
development phase of e-Commerce Policy.

It merits mentioning here that up till now, goods from Pakistan could only be exported after
certification of Electronic/ Manual Export (‘E’) Form-E by the Authorized Dealers (ADs) and subsequent
filing of Goods Declaration by the customers with Pakistan Customs. The ‘E’ Form was required for each
shipment with complete description of the goods being exported and had been designed keeping in
view the export of large quantities of homogenous goods. However, for exports of small value different
items to individuals destined for different jurisdiction, (as is the case in B2C e-commerce exports) the
existing process was not conducive.

Earlier, in 2000, SBP had issued regulatory instructions to promote B2C e-Commerce, in Foreign
Exchange Manual, with primary focus on opening of Internet Merchant Account to facilitate e-
commerce. However, with advancement in technology, these instructions needed to cater to the
current business dynamics of e-commerce and therefore required to be replaced. Accordingly, SBP
collaborated with the relevant stakeholders including business community, Pakistan Customs, Ministry
of Commerce, courier companies and banking industry in a bid to develop a regulatory framework,
which not only addresses the market needs but also takes into account regulatory objectives.

The new regulatory framework would address the pressing demand of e-commerce exporters,
including the small entrepreneurs, besides providing the much needed impetus for the recognition and
growth of e-commerce exports from Pakistan. It would also pave the way for the big corporate brands,
SMEs, and startups, to enter the global consumer markets and contribute to the exports earning of the
country. The new regulatory framework is expected to be beneficial in improving country's rating in
the Ease of Doing Business index. Moreover, this framework would also help in documenting the
exports of small shipments, which earlier could not be included in the formal exports of the country
due to absence of any such framework.

The instructions are available at: https://www.sbp.org.pk/epd/2020/FEC7.htm

SR HR RK

 

 

Page 1
"
575,1952-03-25 00:00:00+00:00,">

‘Vj SVB!

Glen

2

Lay

so

om a,
~ U's 6)

°

~

tbe

set
INK ke

4

2012«

vy
|
1
v.

 

“| XS pa Ar % Ya ® WS \, Tre? N 3
-} ANSX faR23237353 8% §
-| — + WS ian? | a 5 ‘)
a. ass d- ‘ J = ""Ss, F 8 3 2 x 2 es $ 9 3 =
t ° 2 \N. ay t > s. 7 z at
yur (OS FP EYP SESS dG VRE YH
\ate ty en S ‘¥ x ~< \4 > ta, ‘e Oo Ss eh 3 2 oD
e 7G PN 4 pdm 2 P 7 3S) +
- YFYFSRPAy gs 2 © cae oe 4 SO a
} 5 3 2 Ae go wwe FBR D BS
oe , om wa F my SN 7 = \ ies 2
5 se N fF fy > SW A YX \
3 3 3 ie x ‘ al ox ov a y A \ J % > Nea < SI
4 22oOMVYU SSH Foe es 3 <> S
4 Bs > 3 NY V5 ae Y 3 ye s “ry > > YR > )
« < : a t . yt . a X
ee i oe ee zo «06S 3%
’ aj = X An — ~ * = =
) y ha a d er Sr TD ace 8 4 ta Sy aw a) a
. os +k © DW SNS Gow 's S = nN
i *, Voit er) 2>we © jw S&F =~ + Ba .
a eM s y ae .
Ss TeV sgsaraetes2 34 avez
= a . : ee : s
, 2 yy ‘ ; § HPD |F @ |B ws ,
a) © = she as} SS a dd % D 3 J 3
Sy A A J 5 i * a. 5 at a ‘ |
* 3 S NCR P&® AS52325 fom a. 2
J- 0 > 3 35 } omy ON wb ON a Q 3
YQ = ox | haw \) = N “Yo = Y
= ) Ae a"" ot i 5 ger ""A 5 OS aS © \) : 5 u
)- i > \ oO x 5 a 3 oss Qa _ 3 >
Ry “> J o 2 - OSRAS a=) J :
3 “sy * = x Noa we > 060% WN “ at 2
2 J VN» ha O BW LP SG oO = Q)
Sy Sd8 LF IS8e ard 25 Ya
= ee 3 ~) 3 se). gt . 3 NS AX
: a 3 > 3 . . .
i “3 + 3 + No 3 OS 4 J 8 ya
. aN i a at = . > i ~
XOX os oh tev a Se Se ow ww > a
\.. \Y . n = = 3 °o n> ‘ "" ps
An 2 Ys SS s > = 2: = —r3 \
ar hy “¥ a SoS, alt “ye oe x 5 § C2
“ a \ : * eis
> 4 i xXx > > 5 » ater > =< 2 v >
ww OCS aw 4 oad d = 2 q 5 2
Xe . me - a x [  § = Ve » J
= a SS 5 a 3 ss 3 = 3
J NY wy >, Oo = sae oN 1 “a > ee ny =
2 8 >, ye 72 = G wR QM
 f& DS Ss yes | 3 = 2
+o a 2) » . x. eo oS < > x 2

 

Ah

E(regulatees)

oo Gas 5s
LS Ihe

eso

-

aL
"
576,2002-02-01 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2020/01/08 January 13, 2020

SBP jointly organizes seminar on Firms and Growth

 

Governor State Bank of Pakistan (SBP), Dr. Reza Baqir, has said that there is a need to shift from an
inward oriented to an outward oriented economy that puts a greater emphasis on exports to achieve
high and sustained growth. He was addressing the audience of a day-long seminar on ‘Firms and
Growth’ organized jointly by SBP, the International Growth Center (IGC), the Consortium for
Development Policy Research (CDPR) and the Pakistan Business Council (PBC) at SBP Karachi on 13°
January, 2020.

Giving his introductory remarks in the first session of the seminar, the Governor illustrated in his
presentation the inward oriented focus of Pakistan’s historical economic growth that has relied
primarily on domestic consumption. He elaborated that Pakistan’s comparator countries have relied to
a larger extent than Pakistan on exports as an engine of growth. He noted that the top 25 percent of
emerging markets and developing countries have grown at an average rate of 7 percent since 2001. To
reach this average growth rate it was critical for Pakistan to achieve significantly higher export growth.

Amongst other issues, Dr. Bagir discussed two considerations in determining the outlook for exports:
exchange rate and export diversification. On the exchange rate he noted that addressing exchange rate
overvaluation has helped to boost the country’s exports. He also noted that while the exchange rate
had done its part more fundamental growth in exports needed to come from structural reforms beyond
the exchange rate. In this context Dr. Baqir also contrasted the experience of different countries with
export diversification. Comparing the structure of Pakistan’s exports between 2004 and 2017, Dr. Baqir
noted that Pakistan’s exports had largely remain concentrated in very few sectors. Furthermore,
Pakistan’s exports began to decline starting around 2012. Citing the examples of some successful
exporting countries, he emphasised on the need to go beyond the traditional commodities of textile
and agriculture and the importance of export diversification.

Dr. Abdul Hafeez Sheikh also addressed the seminar and discussed measures being taken by the
government to improve the business environment. He also emphasised the role of export
diversification and that government was committed to work in partnership with the private sector to
address the factors which had previously constrained Pakistan’s growth. Mr. Asad Umar spoke about
the commitment of the new government to improving job creation and competitiveness, and to put an
end to the several policy biases of the government. He highlighted governments’ protection of
uncompetitive sectors over the past many years which remained detrimental to economic growth.

The morning session on “Moving from an Inward- to an Outward-looking Economy” began with
introductory remarks by Dr. ljaz Nabi (Country Director IGC; Chairperson CDPR). Dr. Ijaz Nabi stressed
the importance of improving the export strategy to ensure sustainable growth, and the role of fiscal
responsibility to avoid recurrent external account crises. After address of eminent speakers, a panel
discussion with Ehsan Malik (CEO, PBC), Annabel Gerry (Head of DFID Pakistan), and Gonzalo Varela
(Senior Trade Economist, World Bank) ensued. Overall, the session highlighted the importance of
creating an outward looking economy and the different contours of an export-oriented economic
strategy that Pakistan would have to adopt in order to remain competitive in the international market,
especially with regards to countries such as India and Bangladesh.

 

 

Page 1
"
577,2020-01-07 00:00:00+00:00,"2020754 11
cole AL 62020I 07 Seb

Ipod Ebpv?ssed ES 13 -L 6 be 202017 HS LebeF L199 pt LOT ck 26 Js S-2020 36
LO db Livi gl elle Hui Wu be bf turret tL ase hl hd
UC VIVE Bi Ser A Sethe Sue eo hiya de wb uiek Zee owe tut

a bes S AS20001 PIE Fie Ete FOIE Ant tem Ly oclEpr Loh eu

LSS ee Lo OP thet AL AP LE LAGE SME Ay bP UP ePrice toe
Pe SL Surfers? SE Sbact Si Bedi facta Kb IM COE ISL AT ape eLetters
be weed Spier bh LEIA WHE bb

XXX
"
578,2017-05-10 00:00:00+00:00,"2017510
Set AT 1115.6 L yr be Bosatbyde £17 Jet

musi S ct ADL 5596.28 0b git Gua duvide £17 eh ur be Bore
Ee nv Ait 16044.25 U4

ALCL 2016 b hse hra9. 2th OL 62017 GASH FAS H1538.61 ed Diet ASK WoylnL -2017 LI
ech FUP VIL SII Cigsbi Lp We prs f 9 Se Ves MAG 2017 ch Ost 937.11
AAS NTS 18: ASH 191.62 Aes 199.69.) 3 4344.01 Aut 439.3 UAL ody by l(a Bec
ut 189.88.A15 2345.99 AL yt 488.78 271 eT bu Te Ubu ut 2016 bg GE aM A th41.89
Lie UES dale HT ta Pree sib lL 02017 bg) UPA 39.85 st Sot 199.53 AS ot221.88-A15

2 gH 10.55 Ubi 2016 be Butt 147.09 $A roti

wwe
"
579,2001-02-01 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2016-103 October 14, 2016

Relocation of a few SBP BSC departments aimed
at procedural & functional efficiency

State Bank of Pakistan (SBP) has already clarified that none of its department is being shifted to
Lahore. However, part of few functional departments of its subsidiary responsible to undertake
operational work is being relocated to Lahore, to meet the oversight and logistic requirements for
operational efficiency. The selection of Lahore was purely based on availability of space as none of
the other offices in particular our Islamabad Office had enough space to accommodate the
manpower so relocated. While the rationale for this relocation is explained in the following
paragraphs, it is stated that work relating to consolidation of accounts of government, federal and
provincial, districts, revenue collection and payments on behalf of the governments, as also functions
of commercial banks and other financial institutions would continue to be performed at Karachi in
addition to head office of its subsidiary, which will continue to remain fully functional from Karachi.

It may be added that SBP has two fully owned subsidiaries i.e. SBP Banking Services Corporation (SBP
BSC) and National Institute of Banking & Finance (NIBAF). SBP BSC, established in 2001 under an
Ordinance is the operational arm of SBP with its Head Office in Karachi and 16 field offices established
in 15 cities. The SBP BSC caters to operational responsibilities related to currency distribution, foreign
exchange operations, and banker to the governments, as also dissemination and implementation of
policies on behalf of Development Finance Group (DFG) of SBP in the areas of Agriculture, Islamic
Banking, Housing Finance, SME and Micro Finance, alongside provision of non-core services to SBP.
The policy formulation work in these areas shall continue to be performed by SBP at Karachi.

Need for Relocation of Some Operational Departments:

SBP BSC is headed by a Managing Director (MD) who has a large team of Directors and Chief
Managers, directly reporting to him. In order to create efficiency in oversight function, improve
operational efficiency and bring about synergy in functions, some modifications were carried out in
the Organization Structure of SBP BSC, with the approval of its Board of Directors. The departments
of BSC at Karachi were placed in 3 Groups whereas its 16 Field Offices were clubbed into 3 Regions
ie. i) South, ii) Central and iii) North Regions. South region comprises Karachi, North Nazimabad,
Hyderabad, Sukkur and Quetta Offices. North region includes Islamabad, Rawalpindi, Peshawar, D.I.
Khan and Muzaffarabad Offices. The Central region includes Lahore, Bahawalpur, Sialkot, Gujranwala,
Multan, Faisalabad Offices. It would be important to note that 11 out of 16 field offices are located in
Central and North Regions, which share 60% of our workload, engage 62% of our HR and provide
coverage to 2/3rd of NBP Chests. Majority of chest branches of the National Bank and the branches of
the commercial banks are also functioning in these regions.

As a part of efforts to improve functions relating to distribution of currency besides and enhance
capacity to ensure that the banking sector is not used as a tool to circulate counterfeit and soiled
notes, SBP has been making efforts to automate the currency management function both at SBP BSC
as also the banking Sector. SBP BSC as a part of SBP currency management strategy has already
embarked upon installation of different types of Bank Note authenticating machines at field offices.
In addition, it has also procured and installed High Speed Bank Note Authentication and Processing

Page 1
"
580,2001-02-01 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2017-121 December 20, 2017
SBP clarifies financing gap numbers

This is to clarify that the estimate of financing gap for FY18, attributed to Governor SBP, appearing in
today’s newspapers is misconstrued. It appears that the numbers have been confused with the gross
external financing requirements of the country.

Financing gap is the difference between country’s estimated gross financing need and available
financing. SBP’s current estimates suggest that during FY18 the financing gap is likely to be around $2.5
billion, and NOT $ 12 billion as reported in the press.

Furthermore, it may be highlighted that the Government and SBP have recently taken several measures
to contain the financing gap. These include: (i) imposition of regulatory duties on non-essential imports
(ii) provision of un-interrupted energy to the export-oriented industries (iii) the export package worth
Rs180 billion and, (iv) introduction of Asaan Remittance Account to support the inflow of worker
remittances through official channels. These measures, together with the recent market-driven
adjustment in the exchange rate would help in narrowing the current account deficit, thereby reducing
the gross financing need.

dR RK
"
