,Date,SBP Press Release
1190,2019-04-19 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-38 April 19, 2019

23rd Zahid Husain Memorial Lecture -- Lessons from the Role
of People’s Bank of China in China’s Economic Rise

State Bank of Pakistan (SBP) organized the 23rd Zahid Husain Memorial Lecture on April 19,
2019 at SBP Karachi. Mr. Zhou Xiaochuan, ex-Governor Peoples Bank of China, delivered the
lecture on “Lessons from the Role of Peoples Bank of China in China’s Economic Rise”.

In his lecture, Mr. Zhou stated, “reforms in Peoples Bank of China reflect China’s gradualist
approach towards globalization for sustainable economic development”. He emphasized on
gradual liberalization of exchange rate, monetary and capital account regimes to facilitate
greater role for market forces without large-scale disturbances. He also elaborated how
Peoples Bank of China provided incentive structures to channelize financial resources
towards productive sectors to ensure inclusive growth and financial stability.

Referring to Pakistan, Mr. Zhou emphasized to raise the domestic savings rate in order to
address most of the macroeconomic imbalances including current and fiscal deficits. Further,
he suggested using regional currencies in order to facilitate trade in the region.

It may be recalled that SBP organizes almost every year a lecture in the honor of its first
governor (late) Mr. Zahid Husain to cherish his meritorious services for this nation. Eminent
economists are invited from across the world to deliver this lecture.

Earlier while delivering his welcome address, Governor SBP Mr. Tariq Bajwa, emphasized the
role of central banks in provision of conducive environment for sustainable development. He
also highlighted the efforts of SBP for inclusive economic development in Pakistan and
mentioned initiatives to promote financial inclusion, agriculture and SME financing,
mortgage lending, green banking and electronic payment systems to underscore torch-
bearing role of SBP in economic growth and development of Pakistan.

Justice (retd.), Mr. Nasir Aslam Zahid, son of (late) Mr. Zahid Husain, graced the occasion as
chief guest. The lecture was attended by an august gathering including policy-makers,
financial sector specialists, independent researchers, government officials, heads of
commercial banks, eminent businesspersons and representatives of the academic and media.

28 oR oR ok

Page 1
"
1191,2019-12-30 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-103 December 30, 2019

BANK HOLIDAY

The State Bank of Pakistan will remain closed for public dealing on Wednesday, January 1, 2020, which
will be observed as ‘Bank Holiday’. All banks /Development Finance Institutions (DFls) / microfinance
banks (MFBs) shall, therefore, remain closed for public dealing on the above date. However, all
employees of banks /DFls/ MFBs will attend the office as usual.

RK KR K

Page 1
"
1192,2019-03-07 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-17 March 7, 2019

Collection of applications along with dues for Hajj 2019

Ministry of Religious Affairs & Interfaith Harmony, Government of Pakistan has extended the date for
collection of Hajj applications by designated banks from March 7, 2019 to March 9, 2019.

Accordingly, State Bank of Pakistan has directed banks including National Bank of Pakistan, Habib
Bank, United Bank, MCB Bank, Allied Bank, Bank of Punjab, Bank Alfalah, Zarai Taraqiati Bank, Faysal
Bank, Askari Bank, Bank Al-Habib, Habib Metropolitan Bank, Meezan Bank, and Dubai Islamic Bank to

open their designated branches on 9th March, 2019 (Saturday) from 10:00 a.m. to 2:30 p.m. for the
purpose of collecting Hajj applications along with dues from the intending pilgrims of Hajj 2019.

FOR IO IR CR

Page 1
"
1193,2019-09-24 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-76 September 24, 2019

SBP Denies Unavailability of Record of Destructed Old Design Rs.500 Banknotes

Apropos news item appearing in a section of media regrading unavailability of record pertaining to
destruction of old design Rs.500 banknotes. The SBP categorically denies and rejects the media reports
regarding unavailability of the record of old design Rs.500 banknotes demonetized in Oct 2012. The
destruction of banknotes is an ongoing activity and is carried out across the country at field offices of
SBPBSC, the record for the same is available in respective field offices. The Audit team however, just
visited SBPBSC Karachi and assumed that the record available at Karachi is the total record available
with the SBP, which is factually incorrect. The complete record of banknote’s destruction is available at

SBPBSC field offices located in 16 cities across the country.

28 KK KK

Page 1
"
1194,2019-04-12 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019/35 April 10, 2019

Overseas Pakistanis remit US $16.1 billion in the first nine months of FY19

Overseas Pakistani workers remitted US $16096.33 million in the first nine months (July to
March) of FY18, showing a growth of 8.74 % compared with US $14802.96 million received
during the same period in the preceding year.

During March 2019, the inflow of worker’s remittances amounted to US $1745.80 million,
which is 10.73% higher than February 2019 and 3.20% lower than March 2018. The country
wise details for the month of March 2019 show that inflows from Saudi Arabia, UAE, USA,
UK, GCC countries (including Bahrain, Kuwait, Qatar and Oman) and EU countries amounted
to US $405.87 million, US $378.14 million, US $271.11 million, US $281.26 million, US $167.80
million and US $44.20 million respectively compared with the inflow of US $427.62 million,
US $424.89 million, US $247.17 million, US $258.96 million, US $183.79 million and US $58.91
million respectively in March 2018. Remittances received from Malaysia, Norway,
Switzerland, Australia, Canada, Japan and other countries during March 2019 amounted to
US $197.41 million together as against US $202.26 million received in March 2018.

28K OR KK KK

Page 1
"
1195,2019-12-03 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-95 December 3, 2019
Governor SBP Welcomes Change in Moody’s Outlook and Recent Market Developments

Governor SBP, Dr. Reza Baqir, welcomed Moody’s change in outlook on Pakistan from
negative to stable. He noted that this positive development reflects the recognition of tough
decisions taken by the economic policymakers over recent months including the step
devaluations of the exchange rate that culminated in the change in the exchange rate regime
to a market based system since May 2019. These steps have made our exports competitive,
curbed expensive imports and given an incentive to domestic industries to compete with
imports, and resulted in a sustained improvement in the current account which has been the
key driver of the increase in SBP’s reserves net of liabilities. The increase in the stock market
is also a reflection of the improving market sentiment and a growing reflection that the
country’s finances are on a sustainable footing.

The Governor also emphasized that while such market developments are welcome, it is
critical to ensure that the emerging financial improvements are translated into real gains for
the middle and lower income classes. These sections of the society have borne the bulk of
the burden of adjustments from higher income taxes deducted at source for salaried
workers, higher indirect taxes, and higher inflation. Rising inflation has partly been the result
of the need to restore competitiveness in the exchange rate, increased administered prices
to reduce fiscal deficits in the public sector, and unforeseen food supply disruptions. The
structural constraints on private investment, as reflected in ease-of-doing business
indicators, have to be addressed further to stimulate private job creation and eventually
raise incomes. Furthermore, it is equally important to address food supply disruptions and
curtail hoarding in food markets to bring down prices. The Governor emphasized that
coordinated work in these areas is critical to ensure that the strengthening market sentiment
translates into improving the livelihood of the people, particularly in the middle and lower
income brackets.

RK KK KK

Page 1
"
1196,2019-11-12 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-88 November 12, 2019

Governor SBP unveils commemorative coin at 550“ birth anniversary of Baba Guru Nanak Sahib

Governor SBP Dr. Reza Baqir unveiled the commemorative coin of Rs.550 to mark the 550"" birth
anniversary of Baba Guru Nanak at State Bank of Pakistan. A delegation of Sikh Community led by
Sardar Ramesh Singh Khalsa, Patron in Chief Pakistan Sikh Council & Member Prime Minister’s
Taskforce for Evacuee Trust Property Board, comprising members of Pakistan Sikh Council and Baba
Guru Nanak Darbar also attended the ceremony.

In his welcome address, the Governor informed the audience that this was the first time in the history
of the country that a coin in memory of a religious personality is issued. He cited three reasons behind
the issuance of the commemorative coin in the name of Baba Guru Nanak. The first is that through this
gesture, State Bank has contributed in the national efforts to support inter-religious harmony. Second,
the coin will underscore the message of peace taught by Baba Guru Nanak. Third, this initiative is to
promote peace, which enhances economic prosperity which is a key goal of the State Bank of Pakistan.

The Chief Guest, Sardar Ramesh Singh Khalsa in his address thanked the Governor SBP and
State Bank and stated that the issuance of the coin serves as special gift for 140 million Sikhs
living all over the world.

It may be added here that the Commemorative Coin are available through the exchange
counters of all the field offices of SBP Banking Services Corporation from November 12, 2019.
These coins are also available at Nankana Sahib Gurdwara and Shrine of Baba Guru Nanak at
Kartarpur Sahib.

At the end of the ceremony, Governor State Bank presented memento to the Chief Guest. The
details of the coin are as under:

Metal composition: Cupro-Nickel, Copper 75% & Nickel 25%
Dimension: 30.0 mm
Weight: 13.5 grams

OBVERSE:

The waxing crescent moon and five-pointed star facing North West in rising
position is in the center on the obverse side of the coin. Along with periphery
onthe top of the crescent star is inscribed in the wording “ISLAMI JAMHORIA
PAKISTAN” in Urdu script. Below the crescent and at the top of two springs
of wheat with arms curved upward, there is the year of issuance 2019. The
face value of the coin in numerical “550” in bold letters and RUPIA in Urdu
script are written on the right and left sides of the crescent star respectively.

 

Page 1
"
1197,2019-09-09 00:00:00+00:00," 

External RelationsDepartment

 

 

ERD/M&PRD/PR/01/2019-71 September 9, 2019

Amidst emerging positive economic trends, SBP is committed
to promote SME finance: Governor Bagir

Governor State Bank of Pakistan, Dr. Reza Baqir, and other senior officials of the Bank met
with senior representatives of FPCCI in Lahore on 7‘ September, 2019 at the invitation of
FPCCI Regional Office. SBP apprised the FPCCI members of its views on the economy and
SBP’s facilities and efforts to promote access to SME finance. SBP also listened to the issues
being experienced by members of the FPCCI in accessing SME finance.

‘The purpose of economic reforms is to definitively address the problems accumulated from
previous years, to bring stability inthe economy, and provide the foundations for sustainable
growth that is shared amongst the citizens,’ said the Governor SBP in his introductory
remarks. Adding further, he said that achieving these goals requires a partnership between
the private and public sectors. Elaborating his views, the Governor remarked ‘Early results
from the reforms are promising: the current account deficit, which was one of the principal
causes of our economic problems, has halved, export volumes have been growing, non-
borrowed reserves have stopped falling and in fact begun to grow, and inflation is projected
to start falling from the second half of the current fiscal year. Governor Bagir emphasized
that sustaining policy reforms and continuing a focus on growth friendly policies is the key
priority going forward.

On addressing SME finance issues, SBP officials explained that its key role in this space is to
provide an enabling regulatory environment through supportive prudential regulations and
to support market development by promoting risk mitigation mechanisms. They also
explained the key pillars of SBP’s Policy for Promotion of SME Finance to the business
community (http://www.sbp.org.pk/smefd/PolicyPromotionSME-Finance.pdf). Main
features of State Bank’s refinance facilities for SMEs and exporters were also explained in the
meeting. During the meeting, Dr. Reza Bagir highlighted that credit to SMEs increased from
Rs.288 billion in 2014 to Rs.513 billion in 2018. At the same time, he noted, that there is
tremendous potential to expand SME finance and that the relevant stakeholders need to
work together to achieve this goal.

 

Governor SBP also responded to questions of senior representatives of FPCCI and various
chambers of commerce. Mr. Iftikhar Ali Mailk, Senior Vice President SAARC CCl and Mr.
Abdul Rauf Mukhtar, Regional Chairman & Vice President FPCCI thanked Governor and other
officials of SBP for visiting FPCCI Lahore.

of 2 2K ie 28 2K oe 28 2K 2 ok OK ok OK OR OK OR OK OK KE

 

Page 1
"
1198,2019-04-29 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-39 April 29, 2019

Public Holiday

The State Bank of Pakistan will remain closed on 1st May, 2019 (Wednesday) on the
occasion of “Labour Day” as declared by the Government of Pakistan.

28K OR KK

Page 1
"
1199,2019-05-29 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-48 May 29, 2019

State Bank’s fresh currency notes service 8877 receives
overwhelming public response

The SMS service launched by State Bank of Pakistan for issuance of fresh currency notes for Eid-ul-Fitr
2019 attracts a huge response.

State Bank of Pakistan (SBP) appreciates the interest shown by the general public in its 8877 SMS
service for obtaining fresh notes for Eid. This year service was launched on May 19, 2019 against
arrangements made at 1718 designated ‘e-branches’ in 142 cities as compared to 1535 branches in 132
cities last year. Furthermore, to facilitate maximum number of customers, the total booking limit was
also increased this year to 3 million customers as compared to 2.7 million customers limit last year.
However, the total capacity of this system is constrained by the number of customers that e-branches
can accommodate each day.

Accordingly, the new bookings have been closed as the service has exceeded its optimal limit of 3
million customers. However, the issuance of fresh currency notes against the already issued booking
codes will continue until the last day of the service i.e. May 31, 2019, subject to transaction code’s
validity.

It may also be noted that apart from this SMS service, banks may continue to provide fresh currency
notes to their customers from their branches and ATMs as sufficient quantity is being provided to them
by SBP.

oe RR RR EE EE

Page 1
"
1200,2019-12-16 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR-01/2019-98 December 16, 2019

Investment by International Investors in Debt markets

There are several misconceptions about the implications of international investors’ investments in
the debt markets of Pakistan. State Bank of Pakistan would like to clarify as under:

1.

International investors have been investing in Pakistan’s equity markets for a long time. Such
investments are considered portfolio investments, just like investments in debt instruments,
and use the same framework of Special Convertible Rupee Account (SCRA). Such investors
have been able to move capital in and out of our financial markets without problems for the
Pakistan economy.

Recently, international investors have started investing in debt instruments issued by the
government of Pakistan. This is largely a manifestation of their growing confidence in the
positive outlook for the economy. As endorsed by international financial institutions,
including the IMF, the ADB and the World Bank, and rating agencies, our reform program is
beginning to show results. One key aspect of this reform program has been the shift to a
market based exchange rate system since May 2019 which has addressed previous concerns
regarding the sustainability of the exchange rate regime. Together with the continued
improvement in our balance of payments and reserve buffers, this has raised the comfort
level of international investors to invest in local currency denominated financial assets. It
should be noted that interest rates have been higher in the past—for example interest rates
were around 13.75 percent on average in FY11—but our debt markets did not attract interest
from international investors.

Investment in government securities by international investors provides several benefits to
the economy. First, such investment helps to deepen capital markets by increasing the pool
of funds available in the local market and diversifies the investor-base. Second, such
investment helps to allow banks to deploy available funds for lending to the private sector
since there is growing competition from international investors for placements in
government securities. Third, such interest by international investors raises the demand for
government securities and accordingly lowers yields and reduces the cost of borrowing for
the government. Fourth, the growing role of international investors in the local debt market
may serve as a positive feedback mechanism for further improving domestic practices,
policies, systems and institutions in line with international best practices.

At the same time risks posed by such investments are limited at current levels on account of
the following reasons. First, the current level of such investments at $1.2 billion accounts for
less than 2 percent of the total outstanding marketable government securities and less than
0.5% of GDP. Second, this investment accounts for less than one-fifth of the increase in SBP’s
net reserve buffers at current levels; the bulk of the increase in the net reserve buffers is
accounted for by the continued current account improvement. Third, the tenor of such
investments has been increasing with more investments in longer dated instruments as
investors’ confidence grows. Finally, the simplification of taxation for investment in

 

 

Page 1
"
1201,2019-07-10 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-54 July 10, 2019

Overseas Pakistanis remit US $21.84 billion during FY19

Overseas Pakistani workers remitted US $21,841.50 million during FY19 showing a growth of 9.68%
compared with US $19,913.55 million received during the same period in the preceding year.

During June 2019, the inflow of worker’s remittances amounted to US $1,650.52 million, which is
28.72% lower than May 2019 and 1.40% higher than June 2018. The country wise details for the month
of June 2019 show that inflows from Saudi Arabia, UAE, USA, UK, GCC countries (including Bahrain,
Kuwait, Qatar and Oman) and EU countries amounted to US $334 million, US $356.03 million, US
$276.76 million, US $268.97 million, US $163.46 million and US $52.49 million respectively compared
with the inflow of US $336.61 million, US $345.31 million, US $260.32 million, US $260.25 million, US
$163.53 million and US $62.16 million respectively in June 2018. Remittances received from Malaysia,
Norway, Switzerland, Australia, Canada, Japan and other countries during June 2019 amounted to US
$198.81 million together as against US $199.47 million received in June 2018.

FOR AR

Page 1
"
1202,2019-01-14 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/2019-05 January 14, 2019

SBP expands the scope of National Financial Literacy Program to all
over Pakistan

In order to create awareness about the National Financial Literary Program (NFLP) and more
specifically, sensitize the masses regarding the on-ground execution, a dedicated NFLP mass
media campaign is being launched from January 15, 2019 through print, radio and social media.

It is important to mention here that the program launched on pilot basis from August 2017 in 77
districts of the country, has now entered into the second year of implementation. The scope of
the project has been extended to all 158 districts of the country. The education on different
financial themes like budgeting, savings, investments, debt management, consumers’ rights &
obligations, Islamic banking, branchless banking and currency management is imparted through
dedicated half-day class room trainings.

SBP is implementing NFLP as one of its flagship programs to provide basic financial education to
unbanked & low-income strata, especially the youth & women. The program is funded from Asian
Development Bank’s ‘Improving Access to Finance Facility’ and is being rolled-out in different
phases to complete its objective of reaching one million beneficiaries in 5 years, through a unique
public private model, which engages banking institutions and SBP-BSC field offices to impart NFLP
messages in far-flung areas of Pakistan.

NFLP aims to empower public to make better & effective decisions regarding the use of financial
and allied services. Further, it will enhance competitiveness, foster innovations and increase
efficiency of the financial industry to provide better financial services to financially educated
citizens.

A dedicated NFLP toll free helpline and a dedicated website would also be launched from January
15, 2019 to facilitate public in getting information about the program, its features, schedule of
ground iterations or any other information they deem require.

FARGO OR OR RR RK

Page 1
"
1203,2019-09-12 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-72 September 12, 2019

Monetary Policy Announcement

The Monetary Policy Committee of SBP will meet on Monday, September 16, 2019 at SBP Karachi to
decide about Monetary Policy. Later on, SBP will issue the Monetary Policy Statement through a press
release on the same day.

2h OR OR ok EK

Page 1
"
1204,2019-05-05 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-42 May 05, 2019

Dr. Reza Bagir Appointed as Governor SBP

Dr. Reza Baqir has assumed the charge of Governor State Bank of Pakistan after President of
Pakistan appointed him as Governor State Bank of Pakistan for a period of three years in
pursuance of Section 10(3) of the State Bank of Pakistan Act 1956.

Dr. Reza Baqir has eighteen years of experience with the IMF and two years with the world
Bank. He was the Head of the IMF's Office in Egypt and Senior Resident Representative since
August 2017. He has also held positions as IMF Mission Chief for Romania and Bulgaria,
Division Chief of the IMF's Debt Policy Division, Head of the IMF delegation to the Paris Club,
Deputy Division Chief of the IMF's Emerging Markets Division, IMF Resident Representative
to the Philippines, and numerous other positions.

Dr. Baqir's research has been published in top journals of the economics profession, including
the Journal of Political Economy and the Quarterly Journal of Economics. Dr. Baqir holds a
Ph.D in Economics from the University of California at Berkeley and an A.B. (Magna cum
Laude) in Economics from Harvard University.

SOR A CR RR

Page 1
"
1205,2019-11-18 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-90 November 18, 2019

Monetary Policy Announcement
The Monetary Policy Committee of SBP will meet on Friday, November 22, 2019 at SBP Karachi to
decide about Monetary Policy. Later on, SBP will issue the Monetary Policy Statement through a press

release on the same day.

2 KK KKK

Page 1
"
1206,2019-02-11 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-11 February 11, 2019

Overseas Pakistanis remit US $12.77 billion in the first seven months of FY19

Overseas Pakistani workers remitted USS 12774.02 million in the first seven months of FY19
as compared with US$11383.47 million received during the same period in the preceding
year.

During January 2019, the inflow of workers’ remittances amounted to USS 1743.25 million,
which is 0.3% lower than December 2018 and 6.4% higher than January 2018. The country
wise details for the month of January 2019 show that inflows from Saudi Arabia, UAE, USA,
UK, GCC countries (including Bahrain, Kuwait, Qatar and Oman) and EU countries amounted
to USS 403.92 million, US$ 352.12 million, US$ 272.32 million, USS 295.13 million, USS 166.50
million and USS 42.89 million respectively compared with the inflow of USS 383.91 million,
USS 351.58 million, US$ 223.94 million, US$ 235.10 million, USS 186.33 million and USS 56.4
million respectively in January 2018. Remittances received from Malaysia, Norway,
Switzerland, Australia, Canada, Japan and other countries during January 2019 amounted to

USS 210.36 million together as against USS 201.46 million received in January 2018.

28K OR RK

Page 1
"
1207,2019-03-19 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-24 March 19, 2019

Expansion of local CNY Clearing and Settlement Mechanism in Pakistan

SBP has allowed Standard Chartered Bank (SCB) Pakistan Limited to establish their local CNY
clearing and settlement setup in Pakistan. SCB Pakistan can now open CNY accounts of the
banks operating in Pakistan to facilitate settlement of CNY based transactions such as
remittance to/from China. SCB can also provide CNY liquidity to the interbank market for the
settlement of CNY based transactions.

It may be mentioned here that over the years, State Bank of Pakistan (SBP) has been at the
forefront in providing a conducive policy & regulatory environment to encourage the use of
local currencies in trade and financing transactions between China and Pakistan.

Earlier, SBP had also permitted Industrial and Commercial Bank of China Limited (ICBC)
Pakistan in 2015 and Bank of China Limited (BOC) Pakistan in 2018 to establish similar local
CNY clearing and settlement mechanism in Pakistan.

The expansion of local CNY clearing and settlement setup in Pakistan is expected to further
improve efficiency of the local banking system in transacting in CNY, enhance market liquidity
and facilitate rising trade and investment with China through fostering competition and
increasing CNY resource avenues.

SO OR OR RR RR a OK

Page 1
"
1208,2019-04-17 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-37 April 17, 2019

Treasury Single Account

Some news are circulating on social media regarding government plans to introduce Treasury Single
Account (TSA). While the proposal to introduce TSA is being examined by the Government of Pakistan
in consultation with SBP as part of its agenda to reform public financial management, however, no
decision has yet been made to implement the TSA. Any decision in this regard will be taken after due
consultation with all the stakeholders and assessing its impact on the banking industry. It will,
therefore, be premature to form any opinion about the proposed policy decision and thus the market

players should avoid engaging in any speculative activities based on this proposal which is still under
examination.

dea aR RE

Page 1
"
1209,2019-09-06 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-70 September 6, 2019

Public Holidays

The State Bank of Pakistan will remain closed on 9th and 10th September, 2019 (Monday and
Tuesday) being 9th & 10th Moharram-ul-Haram, 1441 A.H. on the occasion of Ashura.

2 A RK

Page 1
"
1210,2019-06-28 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-53 June 28, 2019

BANK HOLIDAY

The State Bank of Pakistan will remain closed for public dealings on July 1, 2019 (Monday) which will
be observed as Bank Holiday. All banks / DFls / MFBs shall, therefore, remain closed for public

dealings on the aforesaid date. However, all employees of the banks / DFls / MFBs will attend the
office as usual.

Page 1
"
1211,2019-03-11 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-19 March 11, 2019

Overseas Pakistanis remit US $14.3 billion in the first eight months of FY19

Overseas Pakistani workers remitted US $14350.53 million in the first eight months (July to
February) of FY19, showing a growth of 11.82 % compared with US $12833.64 million
received during the same period in the preceding year.

During February 2019, the inflow of worker’s remittances amounted to US $1576.51 million,
which is 9.56% lower than January 2019 and 8.71% higher than February 2018. The country
wise details for the month of February 2019 show that inflows from Saudi Arabia, UAE, USA,
UK, GCC countries (including Bahrain, Kuwait, Qatar and Oman) and EU countries amounted
to US $370.04 million, US $335.66 million, US $240.80 million, US $251.99 million, US
$152.25 million and US $37.71 million respectively compared with the inflow of US $348.31
million, US $332.18 million, US $207.27 million, US $201.01 million, US $149.4 million and US
$48.65 million respectively in February 2018. Remittances received from Malaysia, Norway,
Switzerland, Australia, Canada, Japan and other countries during February 2019 amounted to
US $188.06 million together as against US $163.35 million received in February 2018.

28K OR KK KK

Page 1
"
1212,2019-10-30 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-85 October 30, 2019
SBP releases its Annual Performance Review for Financial Year 2018-19

The Board of Directors of the State Bank of Pakistan on October 12, 2019 approved the
Annual Performance Review on the working of the Bank and its subsidiaries and the
financial statements for the year ended June 30, 2019.

The Annual Performance Review, including financial statements of the Bank and its subsidiaries and
the auditor’s report thereon, has been released to the public and transmitted to the Federal
Government pursuant to Section 40(2) of the State Bank of Pakistan Act, 1956. The Annual Performance
Review can be accessed at SBP website at

http://www.sbp.org.pk/reports/annual/arFY19/Vol-1/anul-index-eng.htm

Page 1
"
1213,2019-10-05 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-79 October 05, 2019

SBP consults stakeholders on the new National Payment Systems Strategy

The State Bank of Pakistan (SBP) organized a workshop titled ‘Digital Payments Reforms’ in
collaboration with the World Bank today at its headquarters in Karachi. The objective of the
workshop was to share the draft National Payment Systems Strategy and solicit the input of
key stakeholders involved in its implementation. The workshop was attended by senior
officials from PTA, NADRA, SECP, FBR, the PM office’s Strategic Reforms and Implementation
Unit, Banks, Telcos, Electronic Money Institution (EMIs), PSO/PSPs and Fintechs. Governor
SBP, Dr. Reza Baqir led the workshop, while Chairman PTA, Major General (Retired) Amir
Azeem Bajwa, and Country Director World Bank, Illango Patchamuthu were also present at

the occasion.

Addressing the workshop, the Governor SBP, Dr. Reza Baqir, highlighted the issues that have
been longstanding and needed attention of all the stakeholders. The Governor emphasized
the need for rapid digitization of payments in order to realize the full benefits for the
economy as cash is still the preferred mode of payments for our routine and day to day
activities. He noted that the heavy reliance on cash and the limited use of digital channels
reduces economic efficiency, hinders financial and economic development and impedes the
goal of documenting the economy. To address these issues, he emphasized the importance
of building a modern and robust payment system in the country that enables the provision of
cost effective and easily available digital financial services to the general public. This, he

stated is a key strategic objective of SBP.

Governor Baqir shared SBP’s plans for leading an aggressive adoption and implementation of
the National Payment Systems Strategy in the country. He emphasized that interoperability is
key to achieving faster digitization goals. Governor also informed the participants that a new
faster payment gateway will be launched next year to facilitate instant transfer of funds. He
identified government payments and receipts and merchant payments to be the key
elements in accelerating digitization of payments in the country. He also noted the need for

reducing the high cost, especially the interchange fee in the payments industry and

Page 1
"
1214,2019-12-28 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2019-102 December28, 2019

SBP Abolished the Fee on Payment of Government Taxes through ADCs and OTC

The State Bank of Pakistan (SBP) has announced to abolish the fee on payment of government taxes
and duties through Alternate Delivery Channels (ADCs) and Over-the-Counter (OTC) from January 1,
2020. Presently, the taxpayers pay Rs.10 to Rs.50 per transaction for payment of taxes through ADCs
depending on the amount of tax paid, and Rs.50 per transaction for the payments through OTC. This
fee will be borne by SBP instead of taxpayers from January 1, 2020. The change has been notified
through SBP FD Circular No.4 of 2019 dated December 27, 2019.

The decision is part of SBP efforts to promote digital payments and is likely to attract larger number
of taxpayers towards digital payment of government taxes and duties. The mechanism for online
collection of taxes and duties was introduced in March 2018 in collaboration with Federal Board of
revenue (FBR) with the primary objective of taxpayers’ facilitation. The tax payers can pay their taxes
from the convenience of their homes or offices using internet/mobile banking facilities, through
14000 plus ATMs or any of the 15000 plus branches of commercial banks across the country. So far
Rs.346 billion has been collected through this mechanism. The collections through the ADCs/OTC
modes are likely to grow exponentially as the awareness about the mechanism improves.

SBP is also running an awareness campaign to familiarize the taxpayers, tax bar associations,
chambers of commerce, clearing and forwarding agents and business community at large about the
ADC and OTC payment mechanisms. Seminars and awareness sessions are being arranged across the
country through the field offices of SBP Banking Services Corporation. The first such seminar was held
in Karachi on December 26, 2019, which was attended by corporate taxpayers, representatives from
chamber of commerce, trade associations, commercial banks, tax bars and audit firms. The
participants appreciated SBP efforts for promotion of digital payments and said that such sessions are
critically important for enhancing public awareness and allaying their fears and apprehensions about
digital payments.

aR a a a Hk Heo a ok ak ak aK HE

Page 1
"
1215,2019-09-26 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-77 September, 26, 2019

OPENING OF BRANCHES TO FACILITATE THE COLLECTION OF
GOVERNMENT RECEIPTS / DUTIES / TAXES ON SEPTEMBER 30, 2019

In order to facilitate the collection of Government receipts / duties / taxes, it has been decided
that authorized branches of National Bank of Pakistan (NBP) as well as field offices of SBP
Banking Services Corporation (SBP-BSC) shall observe extended banking hours upto 9:00 P.M.
on September 30, 2019 (Monday).

Accordingly, NBP branches will settle their transactions with respective SBP-BSC field offices
on the same day i.e. September 30, 2019 for which purpose a special clearing has been
arranged at 7:00 P.M. by the NIFT.

All banks are, therefore, advised to keep their concerned branches open on September 30,
2019 (Monday) till such time that is necessary to facilitate the special clearing for Government
transactions.

Page 1
"
